title,cik_str,ticker
SMARTFINANCIAL INC.,0001038773,SMBK
Periphas Capital Partnering Corp,0001824993,PCPC
"NewLake Capital Partners, Inc.",0001854964,NLCP
Catalyst Partners Acquisition Corp.,0001848410,CPAR
Avaya Holdings Corp.,0001418100,AVYA
"Reservoir Media, Inc.",0001824403,RSVR
TPG Pace Beneficial Finance Corp.,0001819399,TPGY
Virtus Total Return Fund Inc.,0000836412,ZTR
Twelve Seas Investment Co. II,0001819498,TWLV
Douglas Elliman Inc.,0001878897,DOUG
"MIMEDX GROUP, INC.",0001376339,MDXG
Vuzix Corp,0001463972,VUZI
Trinity Capital Inc.,0001786108,TRIN
NightDragon Acquisition Corp.,0001837067,NDAC
PyroGenesis Canada Inc.,0001743344,PYR
Markforged Holding Corp,0001816613,MKFG
Invesco Advantage Municipal Income Trust II,0000908993,VKI
Iconic Sports Acquisition Corp.,0001858351,ICNC
Conyers Park III Acquisition Corp.,0001841137,CPAA
Concord Acquisition Corp III,0001851961,CNDB
Post Holdings Partnering Corp,0001843716,PSPC
"Protagonist Therapeutics, Inc",0001377121,PTGX
"China WuYi Mountain, Ltd.",0001687065,WUYI
Forest Road Acquisition Corp. II,0001840161,FRXB
Braemar Hotels & Resorts Inc.,0001574085,BHR
Lux Health Tech Acquisition Corp.,0001823767,LUXA
"KURA SUSHI USA, INC.",0001772177,KRUS
"BNY MELLON STRATEGIC MUNICIPALS, INC.",0000818972,LEO
Golden Falcon Acquisition Corp.,0001823896,GFX
One Equity Partners Open Water I Corp.,0001824677,OEPW
"ROYCE MICRO-CAP TRUST, INC.",0000912147,RMT
Silver Crest Acquisition Corp,0001826553,SLCR
Cartesian Growth Corp,0001838615,GLBL
"Pear Therapeutics, Inc.",0001835567,PEAR
"Aris Water Solutions, Inc.",0001865187,ARIS
"HomeTrust Bancshares, Inc.",0001538263,HTBI
Waldencast Acquisition Corp.,0001840199,WALD
Gores Holdings VIII Inc.,0001841080,GIIX
HENNESSY CAPITAL INVESTMENT CORP. V,0001829455,HCIC
Jack Creek Investment Corp.,0001822312,JCIC
G Squared Ascend I Inc.,0001837207,GSQD
"Infrastructure & Energy Alternatives, Inc.",0001652362,IEA
Tailwind International Acquisition Corp.,0001835881,TWNI
NEWPARK RESOURCES INC,0000071829,NR
DiamondHead Holdings Corp.,0001830188,DHHC
ScION Tech Growth II,0001838431,SCOB
CNB FINANCIAL CORP/PA,0000736772,CCNE
Atlas Crest Investment Corp. II,0001838614,ACII
MVB FINANCIAL CORP,0001277902,MVBF
Colicity Inc.,0001829615,COLI
Social Leverage Acquisition Corp I,0001834755,SLAC
"Lead Edge Growth Opportunities, Ltd",0001834628,LEGA
Ross Acquisition Corp II,0001841610,ROSS
Atlantic Coastal Acquisition Corp.,0001836274,ACAH
Broadscale Acquisition Corp.,0001838697,SCLE
RXR Acquisition Corp.,0001840463,RXRA
"Simon Property Group Acquisition Holdings, Inc.",0001839127,SPGS
Eaton Vance Tax-Managed Buy-Write Income Fund,0001308927,ETB
Freedom Acquisition I Corp.,0001838987,FACT
Mission Advancement Corp.,0001840148,MACC
Marblegate Acquisition Corp.,0001838513,GATE
"Waterstone Financial, Inc.",0001569994,WSBF
"ADMA BIOLOGICS, INC.",0001368514,ADMA
Zimmer Energy Transition Acquisition Corp.,0001849408,ZT
Pine Technology Acquisition Corp.,0001838238,PTOC
Tio Tech A,0001846163,TIOA
"SOUTH PLAINS FINANCIAL, INC.",0001163668,SPFI
"CarParts.com, Inc.",0001378950,PRTS
"Kayne Anderson NextGen Energy & Infrastructure, Inc.",0001500096,KMF
Forum Merger IV Corp,0001842916,FMIV
TREDEGAR CORP,0000850429,TG
Quotient Technology Inc.,0001115128,QUOT
RBB Bancorp,0001499422,RBB
"ATI Physical Therapy, Inc.",0001815849,ATIP
Biglari Holdings Inc.,0001726173,BH
TortoiseEcofin Acquisition Corp. III,0001847112,TRTL
ALERUS FINANCIAL CORP,0000903419,ALRS
Garrett Motion Inc.,0001735707,GTX
Acropolis Infrastructure Acquisition Corp.,0001847891,ACRO
ThredUp Inc.,0001484778,TDUP
FEDERAL HOME LOAN MORTGAGE CORP,0001026214,FMCC
MITEK SYSTEMS INC,0000807863,MITK
Gold Royalty Corp.,0001834026,GROY
Enphys Acquisition Corp.,0001850502,NFYS
Tailwind Acquisition Corp.,0001814215,TWND
COMPASS Pathways plc,0001816590,CMPS
"BLACKROCK FLOATING RATE INCOME STRATEGIES FUND, INC.",0001259708,FRA
Logistics Innovation Technologies Corp.,0001848364,LITT
TORTOISE ENERGY INFRASTRUCTURE CORP,0001268533,TYG
FIRST TRUST HIGH INCOME LONG/SHORT FUND,0001494530,FSD
GreenTree Hospitality Group Ltd.,0001724755,GHG
"INTERCEPT PHARMACEUTICALS, INC.",0001270073,ICPT
SIFY TECHNOLOGIES LTD,0001094324,SIFY
"ALBIREO PHARMA, INC.",0001322505,ALBO
WEST BANCORPORATION INC,0001166928,WTBA
"Vishay Precision Group, Inc.",0001487952,VPG
BRT Apartments Corp.,0000014846,BRT
"SOUTHERN MISSOURI BANCORP, INC.",0000916907,SMBC
4Front Ventures Corp.,0001783875,FFNTF
Blockchain Coinvestors Acquisition Corp. I,0001873441,BCSA
ClearBridge Energy Midstream Opportunity Fund Inc.,0001517518,EMO
JOHN HANCOCK PREFERRED INCOME FUND II,0001189740,HPF
Neuberger Berman MLP & Energy Income Fund Inc.,0001562051,NML
INDEPENDENT BANK CORP /MI/,0000039311,IBCP
"STAR GROUP, L.P.",0001002590,SGU
Digital Transformation Opportunities Corp.,0001839998,DTOC
Healthcare Services Acquisition Corp,0001824846,HCAR
BAR HARBOR BANKSHARES,0000743367,BHB
SHORE BANCSHARES INC,0001035092,SHBI
IRADIMED CORP,0001325618,IRMD
Stonemor Inc.,0001753886,STON
BYTE Acquisition Corp.,0001842566,BYTS
"BLACKROCK MUNIHOLDINGS NEW JERSEY QUALITY FUND, INC.",0001053988,MUJ
Colonnade Acquisition Corp. II,0001837739,CLAA
"SPORTSMAN'S WAREHOUSE HOLDINGS, INC.",0001132105,SPWH
GREENE COUNTY BANCORP INC,0001070524,GCBC
Eaton Vance Tax-Advantaged Global Dividend Opportunities Fund,0001281926,ETO
Cambium Networks Corp,0001738177,CMBM
"Vectrus, Inc.",0001601548,VEC
CRAWFORD & CO,0000025475,CRD-A
"GRAVITY Co., Ltd.",0001313310,GRVY
Ayr Wellness Inc.,0001847462,AYRWF
"Axogen, Inc.",0000805928,AXGN
Figure Acquisition Corp. I,0001839550,FACA
DAILY JOURNAL CORP,0000783412,DJCO
Prime Impact Acquisition I,0001819175,PIAI
"Xponential Fitness, Inc.",0001802156,XPOF
"BLACKROCK MUNIYIELD MICHIGAN QUALITY FUND, INC.",0000890393,MIY
"Akoya Biosciences, Inc.",0001711933,AKYA
Prospector Capital Corp.,0001825473,PRSR
Vasta Platform Ltd,0001792829,VSTA
MONEYLION INC.,0001807846,ML
"Danimer Scientific, Inc.",0001779020,DNMR
Pathfinder Acquisition Corp,0001839132,PFDR
Kinnate Biopharma Inc.,0001797768,KNTE
"El Pollo Loco Holdings, Inc.",0001606366,LOCO
CIRCOR INTERNATIONAL INC,0001091883,CIR
Mudrick Capital Acquisition Corp. II,0001820727,MUDS
ENTERPRISE BANCORP INC /MA/,0001018399,EBTC
CF Acquisition Corp. VI,0001830081,CFVI
Founder SPAC,0001862068,FOUN
BlackRock Energy & Resources Trust,0001306550,BGR
WESTERN ASSET HIGH INCOME OPPORTUNITY FUND INC.,0000910068,HIO
Khosla Ventures Acquisition Co.,0001841873,KVSA
Property Solutions Acquisition Corp. II,0001833235,PSAG
NORDIC AMERICAN TANKERS Ltd,0001000177,NAT
Arbe Robotics Ltd.,0001861841,ARBE
PUTNAM PREMIER INCOME TRUST,0000827773,PPT
Nuveen Real Asset Income & Growth Fund,0001539337,JRI
EASTMAN KODAK CO,0000031235,KODK
NACCO INDUSTRIES INC,0000789933,NC
Casa Systems Inc,0001333835,CASA
Decarbonization Plus Acquisition Corp IV,0001848959,DCRD
FIRST TRUST MLP & ENERGY INCOME FUND,0001556336,FEI
"Container Store Group, Inc.",0001411688,TCS
NeoGames S.A.,0001821349,NGMS
OLYMPIC STEEL INC,0000917470,ZEUS
SOUTHERN BANCSHARES NC INC,0000703904,SBNC
"COVENANT LOGISTICS GROUP, INC.",0000928658,CVLG
Constellation Acquisition Corp I,0001834032,CSTA
Plum Acquisition Corp. I,0001840317,PLMI
PGIM Short Duration High Yield Opportunities Fund,0001812923,SDHY
North American Construction Group Ltd.,0001368519,NOA
PetroShale Inc.,0001538169,PSHIF
Sunlight Financial Holdings Inc.,0001821850,SUNL
RED RIVER BANCSHARES INC,0001071236,RRBI
"UNIVERSAL INSURANCE HOLDINGS, INC.",0000891166,UVE
"Global Indemnity Group, LLC",0001494904,GBLI
NEOVASC INC,0001399708,NVCN
ARCTOS NORTHSTAR ACQUISITION CORP.,0001829558,ANAC
"Carter Bankshares, Inc.",0001829576,CARE
Sustainable Development Acquisition I Corp.,0001837248,SDAC
"Monte Rosa Therapeutics, Inc.",0001826457,GLUE
MESOBLAST LTD,0001345099,MESO
PUTNAM MUNICIPAL OPPORTUNITIES TRUST,0000900422,PMO
Volta Inc.,0001819584,VLTA
Guggenheim Taxable Municipal Bond & Investment Grade Debt Trust,0001495825,GBAB
ArcLight Clean Transition Corp. II,0001842279,ACTD
TRANSGLOBE ENERGY CORP,0000736744,TGA
"A-Mark Precious Metals, Inc.",0001591588,AMRK
AMERICAN NATIONAL BANKSHARES INC.,0000741516,AMNB
Jaws Hurricane Acquisition Corp,0001843205,HCNE
"Life360, Inc.",0001581760,LIFX
"Natural Grocers by Vitamin Cottage, Inc.",0001547459,NGVC
Sierra Lake Acquisition Corp.,0001844135,SIER
Blue Bird Corp,0001589526,BLBD
"Porch Group, Inc.",0001784535,PRCH
International General Insurance Holdings Ltd.,0001794338,IGIC
"AST SpaceMobile, Inc.",0001780312,ASTS
"Velo3D, Inc.",0001825079,VLD
HAWAIIAN ELECTRIC CO INC,0000046207,HAWEL
CITIZENS & NORTHERN CORP,0000810958,CZNC
Bilander Acquisition Corp.,0001845618,TWCB
"Esperion Therapeutics, Inc.",0001434868,ESPR
Science Strategic Acquisition Corp. Alpha,0001830547,SSAA
GLADSTONE CAPITAL CORP,0001143513,GLAD
First Internet Bancorp,0001562463,INBK
MESABI TRUST,0000065172,MSB
Argus Capital Corp.,0001865377,ARGU
Agile Growth Corp.,0001842329,AGGR
DWS MUNICIPAL INCOME TRUST,0000839533,KTF
HumanCo Acquisition Corp.,0001829042,HMCO
"John Marshall Bancorp, Inc.",0001710482,JMSB
Vitru Ltd,0001805012,VTRU
"INOVIO PHARMACEUTICALS, INC.",0001055726,INO
"CTO Realty Growth, Inc.",0000023795,CTO
DHC Acquisition Corp.,0001838163,DHCA
"Priority Technology Holdings, Inc.",0001653558,PRTH
Virtus AllianzGI Convertible & Income Fund,0001214935,NCV
Legacy Housing Corp,0001436208,LEGH
Global Cord Blood Corp,0001467808,CO
"RiverNorth Flexible Municipal Income Fund II, Inc.",0001817159,RFMZ
Finserv Acquisition Corp. II,0001834336,FSRX
ESM Acquisition Corp,0001841420,ESM
"View, Inc.",0001811856,VIEW
Nine Alliance Science & Technology Group,0001624140,JMKJ
Ascendant Digital Acquisition Corp. III,0001850316,ACDI
Altitude Acquisition Corp.,0001822366,ALTU
PEOPLES FINANCIAL SERVICES CORP.,0001056943,PFIS
"Kernel Group Holdings, Inc.",0001832950,KRNL
Mind Medicine (MindMed) Inc.,0001813814,MNMD
LexinFintech Holdings Ltd.,0001708259,LX
GasLog Partners LP,0001598655,GLOP
"IDEANOMICS, INC.",0000837852,IDEX
Rigel Resource Acquisition Corp.,0001860879,RRAC
Glatfelter Corp,0000041719,GLT
TRANSCONTINENTAL REALTY INVESTORS INC,0000733590,TCI
Karat Packaging Inc.,0001758021,KRT
"DPCM Capital, Inc.",0001821742,XPOA
"Limelight Networks, Inc.",0001391127,LLNW
COHEN & STEERS TOTAL RETURN REALTY FUND INC,0000891290,RFI
Juniper II Corp.,0001838814,JUN
TIPTREE INC.,0001393726,TIPT
Highland Transcend Partners I Corp.,0001828817,HTPA
Smart Share Global Ltd,0001834253,EM
Inventiva S.A.,0001756594,IVA
COVA Acquisition Corp.,0001837160,COVA
NUVEEN NEW YORK QUALITY MUNICIPAL INCOME FUND,0001074769,NAN
America Great Health,0001098009,AAGH
Global Partner Acquisition Corp II,0001831979,GPAC
"NI Holdings, Inc.",0001681206,NODK
"Fossil Group, Inc.",0000883569,FOSL
Catcha Investment Corp,0001838293,CHAA
"WM TECHNOLOGY, INC.",0001779474,MAPS
Tishman Speyer Innovation Corp. II,0001832737,TSIB
SAS AB / ADR,0001451167,SASDY
"Vital Farms, Inc.",0001579733,VITL
"Adagio Therapeutics, Inc.",0001832038,ADGI
"CANTALOUPE, INC.",0000896429,CTLP
GX Acquisition Corp. II,0001826669,GXII
"Alto Ingredients, Inc.",0000778164,ALTO
"Vaxxinity, Inc.",0001851657,VAXX
POINTS.COM INC.,0001204413,PCOM
Ads-Tec Energy Public Ltd Co,0001879248,ADSE
HOVNANIAN ENTERPRISES INC,0000357294,HOV
DULUTH HOLDINGS INC.,0001649744,DLTH
BLACKROCK CALIFORNIA MUNICIPAL INCOME TRUST,0001137391,BFZ
RITE AID CORP,0000084129,RAD
Lordstown Motors Corp.,0001759546,RIDE
"Berkeley Lights, Inc.",0001689657,BLI
ALLIED MOTION TECHNOLOGIES INC,0000046129,AMOT
"Big Sky Growth Partners, Inc.",0001846804,BSKY
ASTRONICS CORP,0000008063,ATRO
FIRST TRUST ENHANCED EQUITY INCOME FUND,0001291334,FFA
"Root, Inc.",0001788882,ROOT
GILAT SATELLITE NETWORKS LTD,0000897322,GILT
Arbutus Biopharma Corp,0001447028,ABUS
Amplify Energy Corp.,0001533924,AMPY
Calamos Long/Short Equity & Dynamic Income Trust,0001717457,CPZ
MeiraGTx Holdings plc,0001735438,MGTX
BlueRiver Acquisition Corp.,0001831006,BLUA
ALTA EQUIPMENT GROUP INC.,0001759824,ALTG
"C4 Therapeutics, Inc.",0001662579,CCCC
"Inotiv, Inc.",0000720154,NOTV
UNIVERSAL ELECTRONICS INC,0000101984,UEIC
GoGreen Investments Corp,0001852940,GOGN
HUT 8 MINING CORP.,0001731805,HUT
EJF Acquisition Corp.,0001839434,EJFA
"LANDS' END, INC.",0000799288,LE
Kismet Acquisition Three Corp.,0001826059,KIII
TEKLA LIFE SCIENCES INVESTORS,0000884121,HQL
SOUTHERN FIRST BANCSHARES INC,0001090009,SFST
"CEDAR REALTY TRUST, INC.",0000761648,CDR
Nyxoah SA,0001857190,NYXH
MARINE PRODUCTS CORP,0001129155,MPX
ORGANIGRAM HOLDINGS INC.,0001620737,OGI
"PLBY Group, Inc.",0001803914,PLBY
Macondray Capital Acquisition Corp. I,0001852771,DRAY
LEGATO MERGER CORP. II,0001883814,LGTO
"SUMMIT FINANCIAL GROUP, INC.",0000811808,SMMF
"Convey Health Solutions Holdings, Inc.",0001787640,CNVY
QIWI,0001561566,QIWI
"United States Natural Gas Fund, LP",0001376227,UNG
GTY Technology Holdings Inc.,0001682325,GTYH
"CIIG Capital Partners II, Inc.",0001841338,CIIG
ReneSola Ltd,0001417892,SOL
DHB Capital Corp.,0001838176,DHBC
Nuveen Floating Rate Income Opportunity Fund,0001289213,JRO
"Seres Therapeutics, Inc.",0001609809,MCRB
Generation Bio Co.,0001733294,GBIO
Tiga Acquisition Corp.,0001820144,TINV
"BLACKROCK MUNIHOLDINGS NEW YORK QUALITY FUND, INC.",0001038186,MHN
"Velocity Financial, Inc.",0001692376,VEL
TZP Strategies Acquisition Corp.,0001823481,TZPS
USHG Acquisition Corp.,0001836894,HUGS
Local Bounti Corporation/DE,0001840780,LOCL
"SHOTSPOTTER, INC",0001351636,SSTI
ASA Gold & Precious Metals Ltd,0001230869,ASA
TEEKAY CORP,0000911971,TK
D & Z Media Acquisition Corp.,0001830374,DNZ
KL Acquisition Corp,0001823323,KLAQ
Clarim Acquisition Corp.,0001831937,CLRM
"Advanced Merger Partners, Inc.",0001835636,AMPI
Silver Spike Acquisition Corp II,0001826435,SPKB
Flame Acquisition Corp.,0001831481,FLME
CHUN CAN CAPITAL GROUP,0001191334,CNCN
InterPrivate IV InfraTech Partners Inc.,0001839611,IPVI
Arrowroot Acquisition Corp.,0001835972,ARRW
"Trean Insurance Group, Inc.",0001801754,TIG
Concord Acquisition Corp,0001824301,CND
L Catterton Asia Acquisition Corp,0001841024,LCAA
Alpha Partners Technology Merger Corp.,0001845550,APTM
Affimed N.V.,0001608390,AFMD
"KINS Technology Group, Inc.",0001820875,KINZ
Landsea Homes Corp,0001721386,LSEA
Eaton Vance Floating-Rate Income Trust,0001288992,EFT
Warburg Pincus Capital Corp I-A,0001836075,WPCA
"Angel Oak Mortgage, Inc.",0001766478,AOMR
Hailiang Education Group Inc.,0001596964,HLG
VectoIQ Acquisition Corp. II,0001823884,VTIQ
"NorthStar Healthcare Income, Inc.",0001503707,NHHS
VILLAGE SUPER MARKET INC,0000103595,VLGEA
Seritage Growth Properties,0001628063,SRG
LAMF Global Ventures Corp. I,0001879297,LGVC
MFS INTERMEDIATE INCOME TRUST,0000826735,MIN
Oportun Financial Corp,0001538716,OPRT
Blue Foundry Bancorp,0001846017,BLFY
"Loop Media, Inc.",0001643988,LPTV
"Radius Health, Inc.",0001428522,RDUS
SciPlay Corp,0001760717,SCPL
"Morgan Stanley China A Share Fund, Inc.",0001368493,CAF
Bitfarms Ltd,0001812477,BITF
Fifth Wall Acquisition Corp. III,0001847874,FWAC
"Supernova Partners Acquisition Co III, Ltd.",0001838361,STRE
"LL Flooring Holdings, Inc.",0001396033,LL
"RADIANT LOGISTICS, INC",0001171155,RLGT
Warrior Technologies Acquisition Co,0001820209,WARR
POWELL INDUSTRIES INC,0000080420,POWL
NEXT-ChemX Corporation.,0001657045,CHMX
Tastemaker Acquisition Corp.,0001821606,TMKR
Kensington Capital Acquisition Corp. V,0001865407,KCGI
Aurora Acquisition Corp.,0001835856,AURC
Glenfarne Merger Corp.,0001818880,GGMC
EATON VANCE SENIOR FLOATING RATE TRUST,0001258623,EFR
"Rush Street Interactive, Inc.",0001793659,RSI
26 Capital Acquisition Corp.,0001822912,ADER
"Third Coast Bancshares, Inc.",0001781730,TCBX
"Athira Pharma, Inc.",0001620463,ATHA
Rockley Photonics Holdings Ltd,0001852117,RKLY
"Weave Communications, Inc.",0001609151,WEAV
Crown PropTech Acquisitions,0001827899,CPTK
Powered Brands,0001829427,POW
SIERRA BANCORP,0001130144,BSRR
Kairos Acquisition Corp.,0001824171,KAIR
Athlon Acquisition Corp.,0001828914,SWET
Adit EdTech Acquisition Corp.,0001830029,ADEX
LianBio,0001831283,LIAN
New Vista Acquisition Corp,0001838433,NVSA
Empowerment & Inclusion Capital I Corp.,0001825720,EPWR
"Transphorm, Inc.",0001715768,TGAN
Concord Acquisition Corp II,0001851959,CNDA
Edify Acquisition Corp.,0001832765,EAC
"RiverNorth Managed Duration Municipal Income Fund, Inc.",0001771226,RMM
Invesco Municipal Income Opportunities Trust,0000835333,OIA
Grupo Supervielle S.A.,0001517399,SUPV
MDH Acquisition Corp.,0001823143,MDH
Priveterra Acquisition Corp.,0001837607,PMGM
"Ouster, Inc.",0001816581,OUST
"Talaris Therapeutics, Inc.",0001827506,TALS
Rice Acquisition Corp. II,0001845437,RONI
Pivotal Investment Corp III,0001835800,PICC
"Concrete Pumping Holdings, Inc.",0001703956,BBCP
Tribe Capital Growth Corp I,0001831874,ATVC
FINTECH ACQUISITION CORP VI,0001844336,FTVI
"Five Point Holdings, LLC",0001574197,FPH
"Aadi Bioscience, Inc.",0001422142,AADI
"Fulcrum Therapeutics, Inc.",0001680581,FULC
"Willdan Group, Inc.",0001370450,WLDN
BLACKROCK MUNICIPAL INCOME QUALITY TRUST,0001181187,BYM
Fintech Acquisition Corp V,0001829328,FTCV
Great Elm Capital Corp.,0001675033,GECC
COMTECH TELECOMMUNICATIONS CORP /DE/,0000023197,CMTL
"Macquarie Infrastructure Holdings, LLC",0001845290,MIC
"Gores Technology Partners, Inc.",0001837105,GTPA
FinTech Evolution Acquisition Group,0001839569,FTEV
FutureFuel Corp.,0001337298,FF
Berenson Acquisition Corp. I,0001869673,BACA
Disruptive Acquisition Corp I,0001838831,DISA
Jaws Juggernaut Acquisition Corp,0001842609,JUGG
FTAC Parnassus Acquisition Corp.,0001839972,FTPA
FTAC Athena Acquisition Corp.,0001832696,FTAA
INSU ACQUISITION CORP III,0001829889,IIII
ALLIANCEBERNSTEIN NATIONAL MUNICIPAL INCOME FUND,0001162027,AFB
"First Bancorp, Inc /ME/",0000765207,FNLC
"GLOBAL TECH INDUSTRIES GROUP, INC.",0000356590,GTII
PIMCO MUNICIPAL INCOME FUND III,0001181506,PMX
NORTHWEST PIPE CO,0001001385,NWPX
Enthusiast Gaming Holdings Inc. / Canada,0001854233,EGLX
SOURCE CAPITAL INC /DE/,0000091847,SOR
Levere Holdings Corp.,0001841383,LVRA
Centessa Pharmaceuticals plc,0001847903,CNTA
"Cang Bao Tian Xia International Art Trade Center, Inc.",0001006840,TXCB
Onyx Acquisition Co. I,0001849548,ONYX
Caesarstone Ltd.,0001504379,CSTE
PUTNAM MANAGED MUNICIPAL INCOME TRUST,0000844790,PMM
Israel Acquisitions Corp,0001915328,ISRL
CytoDyn Inc.,0001175680,CYDY
Capital Product Partners L.P.,0001392326,CPLP
Primis Financial Corp.,0001325670,FRST
"Owlet, Inc.",0001816708,OWLT
"Edgewise Therapeutics, Inc.",0001710072,EWTX
LIBERTY ALL STAR GROWTH FUND INC.,0000786035,ASG
Metals Acquisition Corp,0001853021,MTAL
"Red Violet, Inc.",0001720116,RDVT
"Velodyne Lidar, Inc.",0001745317,VLDR
"Benefitfocus, Inc.",0001576169,BNFT
"BioXcel Therapeutics, Inc.",0001720893,BTAI
Angel Pond Holdings Corp,0001842430,POND
Newcourt Acquisition Corp,0001849475,NCAC
Rocket Internet Growth Opportunities Corp.,0001844363,RKTA
JOANN Inc.,0001834585,JOAN
"BNY MELLON STRATEGIC MUNICIPAL BOND FUND, INC.",0000855887,DSM
ICTS INTERNATIONAL N V,0001010134,ICTSF
InterPrivate III Financial Partners Inc.,0001839610,IPVF
"AVIAT NETWORKS, INC.",0001377789,AVNW
D-MARKET Electronic Services & Trading,0001850235,HEPS
Adveco Group Inc.,0001698519,ADVV
Goal Acquisitions Corp.,0001836100,PUCK
"Purple Innovation, Inc.",0001643953,PRPL
"WhiteHorse Finance, Inc.",0001552198,WHF
"PARDES BIOSCIENCES, INC.",0001822711,PRDS
FERRELLGAS PARTNERS L P,0000922358,FGPR
Outbrain Inc.,0001454938,OB
BCB BANCORP INC,0001228454,BCBP
Zymeworks Inc.,0001403752,ZYME
Clough Global Opportunities Fund,0001350869,GLO
Ucommune International Ltd,0001821424,UK
ALX ONCOLOGY HOLDINGS INC,0001810182,ALXO
OOMA INC,0001327688,OOMA
STRATUS PROPERTIES INC,0000885508,STRS
"Solo Brands, Inc.",0001870600,DTC
Global Synergy Acquisition Corp.,0001823707,GSAQ
Innovative International Acquisition Corp.,0001854275,IOAC
FIRST TRUST ENERGY INCOME & GROWTH FUND,0001284940,FEN
CF Acquisition Corp. VIII,0001839530,CFFE
Project Energy Reimagined Acquisition Corp.,0001847241,PEGR
ITE Group plc/ADR,0001579597,ITEGY
Inflection Point Acquisition Corp.,0001844452,IPAX
Gambling.com Group Ltd,0001839799,GAMB
"Farmmi, Inc.",0001701261,FAMI
BUILD-A-BEAR WORKSHOP INC,0001113809,BBW
PIMCO INCOME STRATEGY FUND,0001244183,PFL
"ALICO, INC.",0000003545,ALCO
"Cohen & Steers Closed-End Opportunity Fund, Inc.",0001375340,FOF
InterPrivate II Acquisition Corp.,0001839608,IPVA
"Hamilton Lane Alliance Holdings I, Inc.",0001826814,HLAH
"PRECIGEN, INC.",0001356090,PGEN
PREFORMED LINE PRODUCTS CO,0000080035,PLPC
CYBEROPTICS CORP,0000768411,CYBE
CURO Group Holdings Corp.,0001711291,CURO
Capital Bancorp Inc,0001419536,CBNK
Class Acceleration Corp.,0001826855,CLAS
Crucible Acquisition Corp,0001825497,CRU
"Anika Therapeutics, Inc.",0000898437,ANIK
"Global Water Resources, Inc.",0001434728,GWRS
Fortistar Sustainable Solutions Corp.,0001822862,FSSI
PAM TRANSPORTATION SERVICES INC,0000798287,PTSI
"2seventy bio, Inc.",0001860782,TSVT
ION Acquisition Corp 3 Ltd.,0001844579,IACC
Social Capital Suvretta Holdings Corp. III,0001850270,DNAC
"Akero Therapeutics, Inc.",0001744659,AKRO
TMC the metals Co Inc.,0001798562,TMC
WESTERN ASSET HIGH INCOME FUND II INC.,0001058239,HIX
HPX Corp.,0001809353,HPX
Valens Semiconductor Ltd.,0001863006,VLN
Social Capital Suvretta Holdings Corp. I,0001850266,DNAA
Macquarie Global Infrastructure Total Return Fund Inc.,0001326390,MGU
Gobi Acquisition Corp.,0001854593,GOBI
Absci Corp,0001672688,ABSI
VPC Impact Acquisition Holdings II,0001840792,VPCB
"SkyWater Technology, Inc",0001819974,SKYT
PORTAGE FINTECH ACQUISITION CORP.,0001853580,PFTA
"CIVISTA BANCSHARES, INC.",0000944745,CIVB
UR-ENERGY INC,0001375205,URG
Phoenix New Media Ltd,0001509646,FENG
KIMBALL INTERNATIONAL INC,0000055772,KBAL
"Sterling Bancorp, Inc.",0001680379,SBT
IBEX Ltd,0001720420,IBEX
"Huadi International Group Co., Ltd.",0001791725,HUDI
SOAR Technology Acquisition Corp.,0001844650,FLYA
New Providence Acquisition Corp. II,0001837929,NPAB
MOTORCAR PARTS AMERICA INC,0000918251,MPAA
Riverview Acquisition Corp.,0001846136,RVAC
UTAH MEDICAL PRODUCTS INC,0000706698,UTMD
SILVERspac Inc.,0001842644,SLVR
Atlantic Avenue Acquisition Corp,0001819510,ASAQ
Rosecliff Acquisition Corp I,0001833498,RCLF
Social Capital Suvretta Holdings Corp. II,0001850271,DNAB
Opthea Ltd,0001815620,OPT
Social Capital Suvretta Holdings Corp. IV,0001850272,DNAD
"Morgan Stanley Emerging Markets Domestic Debt Fund, Inc.",0001388141,EDD
AURORA CANNABIS INC,0001683541,ACB
Sabina Gold & Silver Corp.,0001398832,SGSVF
Live Oak Mobility Acquisition Corp.,0001841585,LOKM
"TrueCar, Inc.",0001327318,TRUE
Tekkorp Digital Acquisition Corp.,0001822027,TEKK
Nouveau Monde Graphite Inc.,0001649752,NMG
"Ares Dynamic Credit Allocation Fund, Inc.",0001515324,ARDC
"ONE Group Hospitality, Inc.",0001399520,STKS
MACATAWA BANK CORP,0001053584,MCBC
MedTech Acquisition Corp,0001826667,MTAC
Monument Circle Acquisition Corp.,0001828325,MON
Hudson Executive Investment Corp. II,0001823033,HCII
Stratim Cloud Acquisition Corp.,0001821812,SCAQ
CONNS INC,0001223389,CONN
NUVEEN CALIFORNIA MUNICIPAL VALUE FUND,0000818851,NCA
"Forma Therapeutics Holdings, Inc.",0001538927,FMTX
PIMCO MUNICIPAL INCOME FUND,0001140392,PMF
Planet 13 Holdings Inc.,0001813452,PLNHF
"Aerovate Therapeutics, Inc.",0001798749,AVTE
SARATOGA INVESTMENT CORP.,0001377936,SAR
Ellomay Capital Ltd.,0000946394,ELLO
"HOME BANCORP, INC.",0001436425,HBCP
Uranium Royalty Corp.,0001711570,UROY
POLYMET MINING CORP,0000866028,PLM
ZYNEX INC,0000846475,ZYXI
ITHAX Acquisition Corp.,0001828852,ITHX
PIMCO CALIFORNIA MUNICIPAL INCOME FUND,0001140411,PCQ
PCB BANCORP,0001423869,PCB
